0.31,6.0000,-2.4405,2.3241,-2.1377,1.8916,-1.5997,1.2780,-0.9438,0.6144,-0.3061,0.0333,4.7137
0.46,6.0000,-3.5516,3.1824,-2.6183,1.9280,-1.1931,0.4965,0.0895,-0.5128,0.7472,-0.7950,3.7729
0.61,6.0000,-4.5829,3.7564,-2.5776,1.2909,-0.1463,-0.6607,1.0328,-0.9860,0.6334,-0.1457,3.6143
0.76,6.0000,-5.5114,3.9948,-2.0237,0.2028,0.9790,-1.3179,0.9383,-0.2018,-0.4698,0.7743,3.3648
0.91,6.0000,-6.3160,3.8764,-1.0669,-0.9561,1.5790,-0.9778,-0.0991,0.8397,-0.8392,0.2553,2.2955
1.06,6.0000,-6.9788,3.4118,0.1024,-1.7810,1.3316,0.1023,-1.0369,0.8104,0.1022,-0.7382,1.3257
1.21,6.0000,-7.4849,2.6423,1.2513,-1.9837,0.3697,1.1050,-0.9328,-0.2525,0.8839,-0.3597,1.2386
1.36,6.0000,-7.8229,1.6369,2.1510,-1.4935,-0.7906,1.2714,0.1087,-0.9933,0.2850,0.6873,1.0398
1.51,6.0000,-7.9852,0.4852,2.6224,-0.4816,-1.5266,0.4757,1.0409,-0.4674,-0.7591,0.4570,-0.1388
1.66,6.0000,-7.9682,-0.7098,2.5717,0.6986,-1.4435,-0.6800,0.9272,0.6546,-0.6175,-0.6227,-1.1896
1.81,6.0000,-7.7722,-1.8415,2.0090,1.6347,-0.5857,-1.3211,-0.1182,0.9418,0.4886,-0.5451,-1.1096
1.96,6.0000,-7.4017,-2.8086,1.0463,1.9998,0.5864,-0.9624,-1.0448,0.0280,0.8315,0.5456,-1.1800
2.11,6.0000,-6.8649,-3.5248,-0.1248,1.6663,1.4438,0.1247,-0.9215,-0.9215,-0.1244,0.6222,-2.6251
2.26,6.0000,-6.1740,-3.9262,-1.2710,0.7507,1.5264,1.1173,0.1278,-0.6958,-0.8860,-0.4575,-3.8883
2.41,6.0000,-5.3444,-3.9769,-2.1642,-0.4271,0.7900,1.2645,1.0487,0.4173,-0.2637,-0.6870,-3.3428
2.56,6.0000,-4.3948,-3.6723,-2.6264,-1.4558,-0.3704,0.4546,0.9158,0.9982,0.7705,0.3604,-3.0201
2.71,6.0000,-3.3465,-3.0397,-2.5657,-1.9758,-1.3320,-0.6992,-0.1373,0.3062,0.6012,0.7379,-5.4511
2.86,6.0000,-2.2231,-2.1355,-1.9942,-1.8057,-1.5788,-1.3239,-1.0525,-0.7763,-0.5072,-0.2560,-7.6533
3.01,6.0000,-1.0497,-1.0406,-1.0256,-1.0048,-0.9784,-0.9467,-0.9101,-0.8688,-0.8233,-0.7742,-3.4222
